Name,Crystal Structure,Diaphaneity,Specific Gravity,Optical,Refractive Index,Molar Mass,Molar Volume,Calculated Density
Ferrotschermakite,0.0,0.0,0.0,0.0,0.0,860.7893109999999,0.08992718000000001,7.945
Ferrotychite,0.0,0.0,0.0,0.0,0.0,154.912568,0.0224446,5.729
Ferrowyllieite,0.0,0.0,0.0,0.0,0.0,644.7372109999999,0.13452910999999995,3.978
Ferruccite,0.0,0.0,0.0,0.0,0.0,71.797574,0.02243219,2.657
Fersmanite,0.0,0.0,0.0,0.0,0.0,1170.8350019999998,0.15706968000000004,6.187
Fersmite,0.0,0.0,0.0,0.0,0.0,368.97758,0.0336562,9.099
Feruvite,0.0,0.0,0.0,0.0,0.0,801.303287,0.11219046,5.928
Fetiasite,0.0,0.0,0.0,0.0,0.0,493.25937999999996,0.08962607,4.5680000000000005
Fianelite,0.0,0.0,0.0,0.0,0.0,434.70649,0.07845248,4.599
Fibroferrite,0.0,0.0,0.0,0.0,0.0,258.9936,0.04491549,4.7860000000000005
Fiedlerite,0.0,0.0,0.0,0.0,0.0,817.4322030000001,0.05541289999999999,12.244000000000002
Filatovite,0.0,0.0,0.0,0.0,0.0,580.840526,0.08972619999999999,5.372999999999999
Filipstadite,0.0,0.0,0.0,0.0,0.0,1412.839,0.11224465,10.447000000000001
Fillowite,0.0,0.0,0.0,0.0,0.0,1484.082694,0.26909222,4.578
Fingerite,0.0,0.0,0.0,0.0,0.0,742.0927,0.14561555999999998,4.23
Finnemanite,0.0,0.0,0.0,0.0,0.0,556.7730899999998,0.0334717,13.806
Flagstaffite,0.0,0.0,0.0,0.0,0.0,190.28288,0.2802611,0.564
Fleischerite,0.0,0.0,0.0,0.0,0.0,394.8972,0.033672299999999995,9.734
Flinkite,0.0,0.0,0.0,0.0,0.0,266.81057000000004,0.0784278,2.824
Florencite-(Ce),0.0,0.0,0.0,0.0,0.0,720.659941,0.04493539,13.311
Florkeite,0.0,0.0,0.0,0.0,0.0,1389.13778,0.35887742,3.213
Fluocerite (Ce),0.0,0.0,0.0,0.0,0.0,197.110209,0.033626899999999994,4.865
Fluocerite (La),0.0,0.0,0.0,0.0,0.0,214.899112,0.0448306,3.9789999999999996
Fluocerite-(Ce),0.0,0.0,0.0,0.0,0.0,197.110209,0.033626899999999994,4.865
Fluocerite-(La),0.0,0.0,0.0,0.0,0.0,195.900709,0.033628599999999995,4.835
Fluocerite-(Nd),0.0,0.0,0.0,0.0,0.0,201.235209,0.0336266,4.967
Fluocerite-(Pr),0.0,0.0,0.0,0.0,0.0,197.902859,0.0336272,4.885
Fluocerite-(Sm),0.0,0.0,0.0,0.0,0.0,207.355209,0.033626399999999994,5.118
Fluor-arfvedsonite,0.0,0.0,0.0,0.0,0.0,635.089785,0.07867592000000001,6.7
Fluor-dravite,0.0,0.0,0.0,0.0,0.0,688.7049,0.11216557,5.096
Fluor-elbaite,0.0,0.0,0.0,0.0,0.0,660.38975,0.11215817,4.887
Fluor-schorl,0.0,0.0,0.0,0.0,0.0,1138.729139,0.11230381,8.416
Fluor-tsilaisite,0.0,0.0,0.0,0.0,0.0,842.4944889999998,0.11221872,6.231
Fluorapatite,0.0,0.0,0.0,0.0,0.0,756.4619890000001,0.12326757,5.093999999999999
Fluorapophyllite,0.0,0.0,0.0,0.0,0.0,209.281023,0.1008957,1.722
Fluorapophyllite-(Na),0.0,0.0,0.0,0.0,0.0,294.342731,0.13451379999999996,1.8159999999999998
Fluorarrojadite-(KFe),0.0,0.0,0.0,0.0,0.0,1650.81148,0.28037722000000004,4.887
Fluorcalcioromeite,0.0,0.0,0.0,0.0,0.0,212.83520299999998,0.033638100000000004,5.252000000000001
Fluorcanasite,0.0,0.0,0.0,0.0,0.0,1149.2488130000004,0.2580492999999999,3.696
Fluorine,0.0,0.0,0.0,0.0,0.0,18.998403,0.011202,1.4080000000000001
Fluorkyuygenite,0.0,0.0,0.0,0.0,0.0,304.071781,0.03372097,7.484
Fluormayenite,0.0,0.0,0.0,0.0,0.0,185.116281,0.03366578,4.564
Fluoro-alumino-magnesiotaramit,0.0,0.0,0.0,0.0,0.0,829.141343,0.10104468,6.811
Fluoro-cannilloite,0.0,0.0,0.0,0.0,0.0,1027.003185,0.07886675000000003,10.808
Fluoro-eckermannite,0.0,0.0,0.0,0.0,0.0,407.078107,0.07854140000000001,4.302
Fluoro-edenite,0.0,0.0,0.0,0.0,0.0,1188.13151,0.11226889999999999,8.783999999999999
Fluoro-ferri-magnesiokatophori,0.0,0.0,0.0,0.0,0.0,1127.7350529999999,0.07883090000000001,11.874
Fluoro-leakeite,0.0,0.0,0.0,0.0,0.0,734.287107,0.10102276,6.0329999999999995
Fluoro-magnesio-aluminokatopho,0.0,0.0,0.0,0.0,0.0,883.94557,0.07868825000000003,9.324
Fluoro-magnesiohastingsite,0.0,0.0,0.0,0.0,0.0,859.718095,0.07874333000000001,9.062000000000001
Fluoro-nyboite,0.0,0.0,0.0,0.0,0.0,717.7161249999998,0.10109075,5.893
Fluoro-oxy-ferri-magnesiokatop,0.0,0.0,0.0,0.0,0.0,950.551403,0.0899853,8.767999999999999
Fluoro-pargasite,0.0,0.0,0.0,0.0,0.0,1165.141742,0.1122451,8.616
Fluoro-pedrizite,0.0,0.0,0.0,0.0,0.0,775.8909349999999,0.07872080000000001,8.181000000000001
Fluoro-potassic-magnesio-arfve,0.0,0.0,0.0,0.0,0.0,781.8318,0.10101106,6.4239999999999995
Fluoro-richterite,0.0,0.0,0.0,0.0,0.0,346.24687099999994,0.0785396,3.659
Fluoro-riebeckite,0.0,0.0,0.0,0.0,0.0,686.482306,0.07863108,7.246
Fluoropargasite,0.0,0.0,0.0,0.0,0.0,869.074974,0.07871182000000003,9.164
Fluorophlogopite,0.0,0.0,0.0,0.0,0.0,375.34505,0.06735577000000001,4.625
Fluorophlogopite-1M,0.0,0.0,0.0,0.0,0.0,375.34505,0.06735577000000001,4.625
Fluorotaramite,0.0,0.0,0.0,0.0,0.0,717.7161249999998,0.10109075,5.893
Fluorowardite,0.0,0.0,0.0,0.0,0.0,637.487421,0.10095351,5.2410000000000005
Fluorphosphohedyphane,0.0,0.0,0.0,0.0,0.0,592.5263649999998,0.0448954,10.954
Fluorstrophite,0.0,0.0,0.0,0.0,0.0,369.365765,0.0561214,5.462999999999999
Fluorvesuvianite,0.0,0.0,0.0,0.0,0.0,630.530321,0.14575605999999994,3.591
Foggite,0.0,0.0,0.0,0.0,0.0,317.1514400000001,0.04496278,5.855
Foitite,0.0,0.0,0.0,0.0,0.0,976.8947789999999,0.12341273,6.57
Fontanite,0.0,0.0,0.0,0.0,0.0,1110.2683,0.15692601999999994,5.872000000000001
Foordite,0.0,0.0,0.0,0.0,0.0,259.61458,0.033615,6.41
Footemineite,0.0,0.0,0.0,0.0,0.0,738.8315959999996,0.13459189,4.556
Formanite-(Y),0.0,0.0,0.0,0.0,0.0,301.85255,0.0224228,11.173
Forsterite,0.0,0.0,0.0,0.0,0.0,236.3877,0.033642280000000004,5.832000000000001
Fougerite,0.0,0.0,0.0,0.0,0.0,126.3227,0.01107309,9.469
Franciscanite,0.0,0.0,0.0,0.0,0.0,365.9437,0.04487558,6.768
Francisite,0.0,0.0,0.0,0.0,0.0,498.48327,0.04466998,9.262
Francoanellite,0.0,0.0,0.0,0.0,0.0,315.025341,0.14572767,1.794
Francoisite-(Nd),0.0,0.0,0.0,0.0,0.0,1272.2610240000001,0.24640410000000001,4.2860000000000005
Franconite,0.0,0.0,0.0,0.0,0.0,605.824786,0.17937068,2.803
Franklinfurnaceite,0.0,0.0,0.0,0.0,0.0,787.8582389999999,0.056205960000000006,11.634
Fransoletite,0.0,0.0,0.0,0.0,0.0,651.830604,0.14572777999999995,3.713
Franzinite,0.0,0.0,0.0,0.0,0.0,2588.540962,0.22587094,9.512
Fredrikssonite,0.0,0.0,0.0,0.0,0.0,357.336589,0.05605791,5.291
Freedite,0.0,0.0,0.0,0.0,0.0,1360.82269,0.08918169,12.665
Fresnoite,0.0,0.0,0.0,0.0,0.0,277.2901,0.044845800000000005,5.132000000000001
Freudenbergite,0.0,0.0,0.0,0.0,0.0,294.441368,0.04484318,5.45
Friedelite,0.0,0.0,0.0,0.0,0.0,695.3801,0.11198239999999998,5.154
Friedrichbeckeite,0.0,0.0,0.0,0.0,0.0,250.731998,0.03370983,6.172999999999999
Frolovite,0.0,0.0,0.0,0.0,0.0,197.75871999999998,0.17928268,0.9159999999999999
Frondelite,0.0,0.0,0.0,0.0,0.0,480.836254,0.10088178,3.9560000000000004
Fuenzalidaite,0.0,0.0,0.0,0.0,0.0,509.062174,0.07863690000000001,5.372999999999999
Fuettererite,0.0,0.0,0.0,0.0,0.0,686.72362,0.13378288,4.26
Fukalite,0.0,0.0,0.0,0.0,0.0,478.67368,0.15692931000000002,2.532
Fukalite dimorph,0.0,0.0,0.0,0.0,0.0,478.67368,0.15692931000000002,2.532
Gadolinite-(Y),0.0,0.0,0.0,0.0,0.0,469.98652999999996,0.056074160000000005,6.957000000000001
Gageite,0.0,0.0,0.0,0.0,0.0,474.5794,0.0337776,11.662
Gaidonnayite,0.0,0.0,0.0,0.0,0.0,401.48463599999997,0.10089789999999997,3.303
Gainesite,0.0,0.0,0.0,0.0,0.0,225.187678,0.033671480000000004,5.551
Gaitite,0.0,0.0,0.0,0.0,0.0,286.70747000000006,0.07846215999999999,3.033
Galeite,0.0,0.0,0.0,0.0,0.0,873.2484919999998,0.25755279999999997,2.8139999999999996
Galgenbergite-(Ce),0.0,0.0,0.0,0.0,0.0,798.63108,0.16812964,3.943
Galliskiite,0.0,0.0,0.0,0.0,0.0,1485.484426,0.29148932999999994,4.23
Gallobeudantite,0.0,0.0,0.0,0.0,0.0,481.92419,0.0448796,8.913
Galloplumbogummite,0.0,0.0,0.0,0.0,0.0,568.3149020000002,0.044912480000000005,10.503
Galuskinite,0.0,0.0,0.0,0.0,0.0,634.8195,0.16818090999999996,3.133
Gamagarite,0.0,0.0,0.0,0.0,0.0,925.40897,0.08978412000000001,8.555
Ganomalite,0.0,0.0,0.0,0.0,0.0,757.73885,0.07851785,8.01
Ganophyllite,0.0,0.0,0.0,0.0,0.0,570.5731,0.14571109999999998,3.25
Garnet,0.0,0.0,0.0,0.0,0.0,154.06483899999998,0.01123868,11.378
Garrelsite,0.0,0.0,0.0,0.0,0.0,530.984468,0.08973566,4.9110000000000005
Garronite-Ca,0.0,0.0,0.0,0.0,0.0,495.21059699999995,0.06733162000000001,6.104
Gartrellite,0.0,0.0,0.0,0.0,0.0,482.52019,0.04484758,8.93
Gasparite-(Ce),0.0,0.0,0.0,0.0,0.0,279.03418999999997,0.044818000000000004,5.167999999999999
Gatelite-(Ce),0.0,0.0,0.0,0.0,0.0,1287.470336,0.26903385,3.972
Gaudefroyite,0.0,0.0,0.0,0.0,0.0,221.91365,0.04485285,4.107
Gaultite,0.0,0.0,0.0,0.0,0.0,946.2476640000001,0.14576161,5.388
Gayite,0.0,0.0,0.0,0.0,0.0,641.2421589999999,0.08976348000000002,5.928999999999999
Gearksutite,0.0,0.0,0.0,0.0,0.0,342.89255099999997,0.05604944,5.078
Gebhardite,0.0,0.0,0.0,0.0,0.0,2345.99596,0.1895348,10.273
Gelosaite,0.0,0.0,0.0,0.0,0.0,739.7587900000001,0.13445272,4.567
Geminite,0.0,0.0,0.0,0.0,0.0,885.9551600000003,0.13457676,5.4639999999999995
Gengenbachite,0.0,0.0,0.0,0.0,0.0,532.5810809999999,0.17936893999999998,2.464
Genthelvite,0.0,0.0,0.0,0.0,0.0,150.55308000000005,0.011238539999999998,11.119000000000002
Georgbarsanovite,0.0,0.0,0.0,0.0,0.0,1990.015074,0.23526618,7.021
Georgbokiite,0.0,0.0,0.0,0.0,0.0,369.0483,0.055851669999999985,5.484
George-ericksenite,0.0,0.0,0.0,0.0,0.0,1231.8090140000004,0.14585272999999996,7.01
Georgechaoite,0.0,0.0,0.0,0.0,0.0,417.593728,0.16811579999999995,2.062
Georgeericksenite,0.0,0.0,0.0,0.0,0.0,1231.8090140000004,0.14585272999999996,7.01
Georgiadesite,0.0,0.0,0.0,0.0,0.0,1110.5379300000002,0.1002003,9.199
Gerenite-(Y),0.0,0.0,0.0,0.0,0.0,464.1558,0.100884,3.819
Gerhardtite,0.0,0.0,0.0,0.0,0.0,240.11896,0.11201718,1.7790000000000001
Gerstmannite,0.0,0.0,0.0,0.0,0.0,279.03775,0.033680610000000014,6.876
Geschieberite,0.0,0.0,0.0,0.0,0.0,576.3815,0.1121327,4.266
Ghiaraite,0.0,0.0,0.0,0.0,0.0,183.04452,0.1565499,0.97
Gillardite,0.0,0.0,0.0,0.0,0.0,353.02564,0.033470480000000004,8.754
Gillespite,0.0,0.0,0.0,0.0,0.0,504.2064,0.06728678,6.22
Gilmarite,0.0,0.0,0.0,0.0,0.0,380.58119000000005,0.04487237,7.04
Girvasite,0.0,0.0,0.0,0.0,0.0,629.077254,0.14586590999999993,3.58
Gittinsite,0.0,0.0,0.0,0.0,0.0,223.3851,0.044836,4.135
Giuseppettite,0.0,0.0,0.0,0.0,0.0,2304.257876,0.51583722,3.708
Gjerdingenite-Fe,0.0,0.0,0.0,0.0,0.0,1123.0886779999996,0.08995042,10.363
Gjerdingenite-Mn,0.0,0.0,0.0,0.0,0.0,687.7819599999999,0.07858939999999999,7.263999999999999
Glagolevite,0.0,0.0,0.0,0.0,0.0,773.3495039999998,0.20186400000000002,3.18
Glaukosphaerite,0.0,0.0,0.0,0.0,0.0,279.8106,0.033650080000000006,6.902
Gmelinite-Ca,0.0,0.0,0.0,0.0,0.0,253.265639,0.04491189,4.681
Gmelinite-K,0.0,0.0,0.0,0.0,0.0,269.321239,0.04496949,4.971
Gmelinite-Na,0.0,0.0,0.0,0.0,0.0,219.089175,0.04490769,4.0489999999999995
Gobbinsite,0.0,0.0,0.0,0.0,0.0,556.3946920000002,0.11221186,4.115
Goldichite,0.0,0.0,0.0,0.0,0.0,359.1325,0.08972559,3.322
Goldquarryite,0.0,0.0,0.0,0.0,0.0,651.024147,0.11220796,4.816
Golyshevite,0.0,0.0,0.0,0.0,0.0,1680.239493,0.23558524,5.92
Goosecreekite,0.0,0.0,0.0,0.0,0.0,598.541478,0.23523448,2.112
Gorceixite,0.0,0.0,0.0,0.0,0.0,418.273282,0.10093908,3.4389999999999996
Gordonite,0.0,0.0,0.0,0.0,0.0,262.3079,0.20170498,1.079
Gorgeyite,0.0,0.0,0.0,0.0,0.0,465.5381,0.13454259999999998,2.872
Gottardiite,0.0,0.0,0.0,0.0,0.0,3305.874045,0.24816178,11.057
Gottlobite,0.0,0.0,0.0,0.0,0.0,271.25169,0.04486334,5.018
Gotzenite,0.0,0.0,0.0,0.0,0.0,391.26936800000004,0.1009003,3.219
Gowerite,0.0,0.0,0.0,0.0,0.0,355.0162,0.08974623999999999,3.283
Goyazite,0.0,0.0,0.0,0.0,0.0,212.59710099999998,0.02248829,7.847
Graeserite,0.0,0.0,0.0,0.0,0.0,690.3075900000001,0.05608246999999999,10.216000000000001
Gramaccioliite-(Y),0.0,0.0,0.0,0.0,0.0,1136.2576,0.07851963,12.011
Grandaite,0.0,0.0,0.0,0.0,0.0,879.446509,0.08979491,8.129
Grattarolaite,0.0,0.0,0.0,0.0,0.0,134.818962,0.033612090000000004,3.3289999999999997
Graulichite-(Ce),0.0,0.0,0.0,0.0,0.0,346.871929,0.02246108,12.818
Gravegliaite,0.0,0.0,0.0,0.0,0.0,155.03341,0.08964775,1.435
Greenwoodite,0.0,0.0,0.0,0.0,0.0,801.342539,0.056145319999999985,11.845999999999998
Grenmarite,0.0,0.0,0.0,0.0,0.0,770.421825,0.10100185,6.331
Griceite,0.0,0.0,0.0,0.0,0.0,25.939403,0.011215,1.92
Grigorievite,0.0,0.0,0.0,0.0,0.0,842.750664,0.13452685999999994,5.2
Grimaldiite,0.0,0.0,0.0,0.0,0.0,85.00283999999998,0.03360923,2.099
Grimselite,0.0,0.0,0.0,0.0,0.0,394.14056800000003,0.04488931,7.287999999999999
Griphite,0.0,0.0,0.0,0.0,0.0,609.8436609999999,0.0562442,9.0
Grischunite,0.0,0.0,0.0,0.0,0.0,758.5797680000002,0.16811203999999993,3.745
Groatite,0.0,0.0,0.0,0.0,0.0,276.957682,0.07847705,2.929
Groutellite,0.0,0.0,0.0,0.0,0.0,86.93684999999998,0.02239935,3.221
Grumantite,0.0,0.0,0.0,0.0,0.0,178.180988,0.100854,1.466
Guanacoite,0.0,0.0,0.0,0.0,0.0,408.97143000000005,0.15689727999999994,2.1630000000000003
Guanine,0.0,0.0,0.0,0.0,0.0,170.15102,0.16808355,0.84
Guerinite,0.0,0.0,0.0,0.0,0.0,1195.3699500000002,0.2243727,4.422
Guidottiite,0.0,0.0,0.0,0.0,0.0,384.9692500000001,0.03369082,9.484
Guildite,0.0,0.0,0.0,0.0,0.0,850.0646199999999,0.11207763,6.295
Gunterblassite,0.0,0.0,0.0,0.0,0.0,1207.9714680000004,0.19093178999999996,5.251
Gunterite,0.0,0.0,0.0,0.0,0.0,1918.649296,0.25788725999999995,6.175
Gurimite,0.0,0.0,0.0,0.0,0.0,357.5943,0.02247854,13.204
Gutkovaite-Mn,0.0,0.0,0.0,0.0,0.0,1017.7950300000001,0.17954354999999994,4.705
Gyrolite,0.0,0.0,0.0,0.0,0.0,1539.595141,0.3812361300000001,3.352
Haggite,0.0,0.0,0.0,0.0,0.0,98.9397,0.03359634,2.444
Haineaultite,0.0,0.0,0.0,0.0,0.0,473.94754800000004,0.0673539,5.84
Hallimondite,0.0,0.0,0.0,0.0,0.0,980.2810800000001,0.11205330000000001,7.261
Halloysite-10A,0.0,0.0,0.0,0.0,0.0,172.105839,0.02250409,6.348
Halloysite-7A,0.0,0.0,0.0,0.0,0.0,154.089239,0.03366409,3.799
Hancockite,0.0,0.0,0.0,0.0,0.0,867.8117669999998,0.1009732,7.132999999999999
Hanjiangite,0.0,0.0,0.0,0.0,0.0,1055.9679010000002,0.20183165,4.342
Hannayite,0.0,0.0,0.0,0.0,0.0,330.6682239999999,0.302551,0.907
Hannebachite,0.0,0.0,0.0,0.0,0.0,137.14954,0.056036300000000004,2.031
Haradaite,0.0,0.0,0.0,0.0,0.0,367.9716,0.04487684,6.806
Harkerite,0.0,0.0,0.0,0.0,0.0,618.4880390000002,0.1456045,3.5260000000000002
Harmunite,0.0,0.0,0.0,0.0,0.0,518.094878,0.044907720000000005,9.576
Harrisonite,0.0,0.0,0.0,0.0,0.0,243.286862,0.044860090000000005,4.501
Harstigite,0.0,0.0,0.0,0.0,0.0,556.55813,0.16812009,2.748
Hashemite,0.0,0.0,0.0,0.0,0.0,269.3873,0.03365073,6.644
Hastingsite,0.0,0.0,0.0,0.0,0.0,597.221475,0.07844066,6.319
Hatertite,0.0,0.0,0.0,0.0,0.0,700.7657730000002,0.06741178,8.628
Hatrurite,0.0,0.0,0.0,0.0,0.0,340.4713000000001,0.0785136,3.5989999999999998
Hawthorneite,0.0,0.0,0.0,0.0,0.0,648.0205000000002,0.05613573,9.581
Haydeeite,0.0,0.0,0.0,0.0,0.0,140.31104,0.03345709,3.4810000000000003
Hechtsbergite,0.0,0.0,0.0,0.0,0.0,640.8288299999999,0.05606224,9.487
Hectorite-(Cs),0.0,0.0,0.0,0.0,0.0,290.479533,0.0449268,5.3660000000000005
Hedyphane,0.0,0.0,0.0,0.0,0.0,405.65049,0.0446753,7.5360000000000005
Heidornite,0.0,0.0,0.0,0.0,0.0,348.100008,0.12310917,2.347
Heinrichite,0.0,0.0,0.0,0.0,0.0,636.3488900000001,0.06733070000000001,7.843999999999999
Hejtmanite,0.0,0.0,0.0,0.0,0.0,1332.6904499999996,0.20187025,5.479
Heklaite,0.0,0.0,0.0,0.0,0.0,166.16718,0.044889599999999995,3.072
Helium,0.0,0.0,0.0,0.0,0.0,4.002602,0.022424,0.14800000000000002
Hellandite-(Y),0.0,0.0,0.0,0.0,0.0,1028.607429,0.15695960999999994,5.439
Helmutwinklerite,0.0,0.0,0.0,0.0,0.0,493.90719,0.04485172,9.14
Helvine,0.0,0.0,0.0,0.0,0.0,140.10113,0.01123673,10.349
Hematite-proto,0.0,0.0,0.0,0.0,0.0,72.85434000000002,0.02241309,2.698
Hematolite,0.0,0.0,0.0,0.0,0.0,924.2536869999999,0.056262459999999986,13.635
Hematophanite,0.0,0.0,0.0,0.0,0.0,1111.7907,0.06710447,13.751
Hemloite,0.0,0.0,0.0,0.0,0.0,1720.510409,0.2689430300000001,5.31
Heneuite,0.0,0.0,0.0,0.0,0.0,523.533626,0.19049821,2.281
Henmilite,0.0,0.0,0.0,0.0,0.0,216.47904,0.13447338,1.3359999999999999
Hennomartinite,0.0,0.0,0.0,0.0,0.0,252.65642999999997,0.07845275,2.673
Hentschelite,0.0,0.0,0.0,0.0,0.0,231.37236200000004,0.04483318,4.283
Hereroite,0.0,0.0,0.0,0.0,0.0,4153.261079999999,0.2906147699999999,11.862
Hermannroseite,0.0,0.0,0.0,0.0,0.0,290.5249520000001,0.04486509,5.375
Hetaerolite,0.0,0.0,0.0,0.0,0.0,136.32745,0.011212509999999998,10.092
Heterogenite,0.0,0.0,0.0,0.0,0.0,75.94054,0.02241262,2.812
Heterosite,0.0,0.0,0.0,0.0,0.0,134.818962,0.033612090000000004,3.3289999999999997
Heulandite,0.0,0.0,0.0,0.0,0.0,850.068995,0.11252465,6.27
Heulandite-Ba,0.0,0.0,0.0,0.0,0.0,956.2692630000001,0.11238805,7.062
Heulandite-Ca,0.0,0.0,0.0,0.0,0.0,791.3691950000001,0.11229375,5.849
Heulandite-K,0.0,0.0,0.0,0.0,0.0,850.068995,0.11252465,6.27
Heulandite-Na,0.0,0.0,0.0,0.0,0.0,764.6044989999998,0.11237365,5.647
Heulandite-Sr,0.0,0.0,0.0,0.0,0.0,1768.321951,0.21340251,6.877999999999999
Hewettite,0.0,0.0,0.0,0.0,0.0,384.8953,0.13440291999999998,2.377
Hexacelsian,0.0,0.0,0.0,0.0,0.0,376.357839,0.022482190000000003,13.894
Hexahydrite,0.0,0.0,0.0,0.0,0.0,252.76528,0.2465244,0.851
Hezuolinite,0.0,0.0,0.0,0.0,0.0,938.3142,0.08974998,8.677
Hibschite,0.0,0.0,0.0,0.0,0.0,112.15237900000001,0.02245399,4.146
Hielscherite,0.0,0.0,0.0,0.0,0.0,363.482439,0.06731129999999999,4.482
Hieratite,0.0,0.0,0.0,0.0,0.0,86.182203,0.0112598,6.353
Hilairite,0.0,0.0,0.0,0.0,0.0,338.525636,0.0448897,6.2589999999999995
Hilairite-(Ba),0.0,0.0,0.0,0.0,0.0,833.4967999999999,0.1345786,5.141
Hilairite-(Ca),0.0,0.0,0.0,0.0,0.0,265.4787,0.0336839,6.542000000000001
Hilairite-(Rb),0.0,0.0,0.0,0.0,0.0,546.555768,0.06738160000000001,6.732
Hilairite-(Sr),0.0,0.0,0.0,0.0,0.0,909.3228,0.1346336,5.606
Hillebrandite,0.0,0.0,0.0,0.0,0.0,306.4174,0.0673139,3.778
Hillite,0.0,0.0,0.0,0.0,0.0,242.759642,0.07846605999999999,2.568
Hingganite-(Ce),0.0,0.0,0.0,0.0,0.0,258.21762,0.06722788,3.188
Hingganite-(Y),0.0,0.0,0.0,0.0,0.0,475.97413,0.04489817,8.799
Hingganite-(Yb),0.0,0.0,0.0,0.0,0.0,475.97413,0.04489817,8.799
Hinsdalite,0.0,0.0,0.0,0.0,0.0,346.228101,0.02247169,12.788
Hiortdahlite,0.0,0.0,0.0,0.0,0.0,1053.896795,0.20186843999999995,4.333
Hlousekite,0.0,0.0,0.0,0.0,0.0,649.6705800000002,0.07856959000000001,6.8629999999999995
Hoganite,0.0,0.0,0.0,0.0,0.0,199.65052,0.14568832999999998,1.137
Hogbomite,0.0,0.0,0.0,0.0,0.0,610.256852,0.16811452,3.013
Hogtuvaite,0.0,0.0,0.0,0.0,0.0,1433.203693,0.22427613,5.303999999999999
Hohmannite,0.0,0.0,0.0,0.0,0.0,463.9406,0.10095498,3.8139999999999996
Holdawayite,0.0,0.0,0.0,0.0,0.0,745.9615799999998,0.27922272,2.217
Holdenite,0.0,0.0,0.0,0.0,0.0,683.18569,0.06736692000000001,8.417
Holfertite,0.0,0.0,0.0,0.0,0.0,1503.8286,0.11224029999999996,11.120999999999999
Holtedahlite,0.0,0.0,0.0,0.0,0.0,288.550366,0.112085,2.137
Holtite,0.0,0.0,0.0,0.0,0.0,925.212636,0.12329805,6.228
Holtstamite,0.0,0.0,0.0,0.0,0.0,251.08219,0.04488574,4.643
Hornblende,0.0,0.0,0.0,0.0,0.0,1050.963993,0.10119733000000004,8.62
Hornesite,0.0,0.0,0.0,0.0,0.0,324.94659,0.033678280000000005,8.008
Horvathite-(Y),0.0,0.0,0.0,0.0,0.0,190.903221,0.044839010000000006,3.534
Housleyite,0.0,0.0,0.0,0.0,0.0,1101.34794,0.12327278999999998,7.415
Howardevansite,0.0,0.0,0.0,0.0,0.0,566.036836,0.13444588999999998,3.4939999999999998
Howieite,0.0,0.0,0.0,0.0,0.0,1002.9017460000001,0.24649604,3.377
Huanghoite-(Ce),0.0,0.0,0.0,0.0,0.0,489.788203,0.03370372,12.062000000000001
Huanghoite-(Sm),0.0,0.0,0.0,0.0,0.0,500.033203,0.03370322,12.314
Huanzalaite,0.0,0.0,0.0,0.0,0.0,240.1438,0.02241555,8.892000000000001
Hugelite,0.0,0.0,0.0,0.0,0.0,3888.87356,0.4482816,7.2
Hughesite,0.0,0.0,0.0,0.0,0.0,749.828255,0.5266192900000001,1.182
Hulsite,0.0,0.0,0.0,0.0,0.0,537.363,0.05606404,7.955
Humberstonite,0.0,0.0,0.0,0.0,0.0,251.451976,0.07849669999999999,2.659
Humboldtine,0.0,0.0,0.0,0.0,0.0,117.87208000000001,0.056020400000000005,1.746
Hundholmenite-(Y),0.0,0.0,0.0,0.0,0.0,2156.202611,0.17958686999999995,9.965
Hungchaoite,0.0,0.0,0.0,0.0,0.0,1516.5665199999999,0.30264241000000003,4.159
Hurlbutite,0.0,0.0,0.0,0.0,0.0,248.04508399999997,0.08963766,2.2969999999999997
Hyalophane,0.0,0.0,0.0,0.0,0.0,429.624146,0.05615868,6.35
Hyalotekite,0.0,0.0,0.0,0.0,0.0,1132.372683,0.16815646999999995,5.5889999999999995
Hydrate - ethylene oxide,0.0,0.0,0.0,0.0,0.0,126.06604,0.13444662000000002,0.778
Hydrate - propane,0.0,0.0,0.0,0.0,0.0,92.09472,0.12328393,0.62
Hydrate - tetrahydrofuran,0.0,0.0,0.0,0.0,0.0,44.05316,0.05604662,0.652
Hydrocalumite,0.0,0.0,0.0,0.0,0.0,235.590219,0.15673519999999996,1.248
Hydrochlorborite,0.0,0.0,0.0,0.0,0.0,468.00864,0.44803736,0.867
Hydrodresserite,0.0,0.0,0.0,0.0,0.0,487.346756,0.25773768,1.569
Hydrogarnet,0.0,0.0,0.0,0.0,0.0,84.066879,0.02244189,3.109
Hydrogen,0.0,0.0,0.0,0.0,0.0,1.00794,0.01121,0.075
Hydrogen peroxide,0.0,0.0,0.0,0.0,0.0,17.00734,0.022406,0.63
Hydrohematite,0.0,0.0,0.0,0.0,0.0,87.8458,0.02239909,3.255
Hydrokenoralstonite,0.0,0.0,0.0,0.0,0.0,127.29005,0.033673789999999995,3.137
Hydronium jarosite,0.0,0.0,0.0,0.0,0.0,151.91060000000004,0.04480749,2.8139999999999996
Hydroniumjarosite,0.0,0.0,0.0,0.0,0.0,271.081587,0.06731908,3.342
Hydroniumpharmacosiderite,0.0,0.0,0.0,0.0,0.0,270.90243,0.05609589,4.008
Hydrophilite,0.0,0.0,0.0,0.0,0.0,75.5307,0.0110559,5.67
