Name,Crystal Structure,Diaphaneity,Specific Gravity,Optical,Refractive Index,Molar Mass,Molar Volume,Calculated Density
Gibbsite,2.0,0.0,2.35,0.0,0.0,156.007118,0.13445598,0.963
Gismondine,2.0,0.0,0.0,0.0,0.0,628.4745559999999,0.17934815999999998,2.908
Glauberite,2.0,2.0,2.8,4.0,1.525,159.13136799999998,0.0448501,2.945
Glaucochroite,0.0,0.0,0.0,0.0,0.0,315.7328,0.033663860000000004,7.785
Glauconite,2.0,1.0,2.675,4.0,1.618,159.171539,0.03367379,3.923
Glaucophane,2.0,2.0,3.075,4.0,1.632,442.23870700000003,0.06731426000000001,5.452999999999999
Goethite,3.0,0.0,3.8,0.0,0.0,87.8458,0.02239909,3.255
Gonnardite,4.0,2.0,2.285,4.0,1.516,257.230046,0.033717880000000006,6.332000000000001
Gordaite,5.0,0.0,2.627,3.0,1.55,323.332508,0.14552452,1.844
Gormanite,1.0,3.0,3.115,4.0,1.6440000000000001,591.1003410000001,0.08978924,5.4639999999999995
Goslarite,3.0,0.0,1.96,4.0,1.47,287.56056,0.28012156000000005,0.852
Graftonite,2.0,0.0,0.0,0.0,0.0,475.895824,0.08967078,4.405
Grandidierite,3.0,2.0,0.0,4.0,1.611,311.988917,0.07843955000000001,3.301
Grandreefite,2.0,0.0,6.96,4.0,1.88,290.263203,0.0336287,7.164
Greifensteinite,2.0,2.0,2.93,4.0,1.632,439.151973,0.10094921,3.611
Grossite,2.0,3.0,2.88,4.0,1.629,158.038678,0.04482988,2.926
Groutite,3.0,1.0,4.144,4.0,2.133,87.94479,0.03360935,2.1719999999999997
Grunerite,2.0,1.0,3.45,0.0,0.0,508.781803,0.07850456000000001,5.379
Gugiaite,4.0,3.0,0.0,3.0,1.6680000000000001,125.17388000000001,0.03363088,3.089
Guilleminite,3.0,0.0,0.0,0.0,0.0,872.3693999999998,0.10088049999999997,7.1770000000000005
Gunningite,2.0,2.0,3.195,4.0,1.5919999999999999,146.46213999999995,0.04482356,2.7119999999999997
Guyanaite,3.0,0.0,0.0,0.0,0.0,85.00283999999998,0.03360923,2.099
Gwihabaite,0.0,0.0,0.0,0.0,0.0,188.10036,0.224038,0.6970000000000001
Gypsum,2.0,2.0,2.32,4.0,1.524,289.9986800000001,0.04486385,5.365
Hagendorfite,2.0,2.0,3.71,4.0,1.7409999999999999,354.78651,0.06729794,4.376
Haggertyite,5.0,1.0,4.87,0.0,0.0,896.5823,0.05622325,13.235999999999999
Haidingerite,0.0,0.0,0.0,0.0,0.0,197.01219000000003,0.044841000000000006,3.647
Haiweeite,3.0,0.0,0.0,0.0,0.0,843.5253999999999,0.1009353,6.936
Haleniusite-(La),0.0,0.0,0.0,0.0,0.0,173.903303,0.0224206,6.438
Halite,6.0,3.0,2.17,2.0,1.544,58.442468000000005,0.0110538,4.388
Halotrichite,2.0,2.0,1.89,4.0,1.485,1081.3315280000004,0.17966019999999994,4.996
Hambergite,3.0,2.0,2.359,4.0,1.5919999999999999,92.83296,0.04479815,1.72
Hanksite,5.0,2.0,2.562,3.0,1.4709999999999999,416.627808,0.10082460999999998,3.43
Hardystonite,4.0,2.0,3.42,3.0,1.6669999999999998,181.5517,0.033635160000000004,4.48
Harmotome,2.0,0.0,0.0,0.0,0.0,631.742756,0.10100736,5.191
Hausmannite,4.0,1.0,4.7669999999999995,3.0,2.31,125.8755,0.0112107,9.318999999999999
Hauyne,0.0,2.0,2.45,2.0,1.5019999999999998,182.19960700000001,0.02248019,6.727
Hazenite,3.0,3.0,1.91,4.0,1.274,427.755692,0.33622149999999995,1.056
Hedenbergite,2.0,1.0,0.0,4.0,1.729,237.3987,0.033642250000000005,5.857
Hematite,5.0,1.0,5.26,3.0,3.048,71.8464,0.01120309,5.3229999999999995
Hemihedrite,1.0,2.0,6.42,4.0,2.358,1560.4526030000004,0.19047245,6.8
Hemimorphite,3.0,2.0,3.52,4.0,1.6219999999999999,175.48838,0.07842125999999999,1.857
Herbertsmithite,5.0,3.0,3.85,3.0,1.821,181.39604000000003,0.03345225,4.501
Hercynite,0.0,0.0,3.95,2.0,1.8,138.5044,0.01121457,10.251
Herderite,2.0,2.0,3.02,4.0,1.591,163.059945,0.05603378,2.415
Hibonite,5.0,3.0,3.84,3.0,1.693,858.6656949999999,0.05617774,12.686
Hilgardite,1.0,2.0,2.69,4.0,1.643,331.6733,0.11188575,2.46
Hodgkinsonite,2.0,0.0,0.0,4.0,1.736,311.81715,0.044857770000000005,5.77
Hoelite,2.0,3.0,1.42,4.0,1.8330000000000002,111.09556299999998,0.06726986,1.371
Hollandite,2.0,0.0,0.0,0.0,0.0,461.99300000000005,0.04489768,8.541
Holmquistite,3.0,0.0,0.0,0.0,0.0,899.201611,0.17943186000000005,4.159
Homilite,0.0,0.0,0.0,0.0,0.0,286.76455,0.05605483,4.246
Hopeite,3.0,0.0,3.0,4.0,0.0,279.796362,0.04487332,5.175
Howlite,2.0,2.0,2.56,4.0,1.5930000000000002,391.3278,0.21287984999999995,1.526
Hsianghualite,0.0,2.0,2.985,0.0,1.6130000000000002,233.13008599999998,0.06728278,2.8760000000000003
Hubeite,1.0,0.0,3.02,4.0,1.679,1159.199489,0.2017911799999999,4.768
Hubnerite,2.0,2.0,7.15,4.0,2.2430000000000003,270.77685,0.022408900000000002,10.029
Huemulite,1.0,2.0,2.695,4.0,2.2680000000000002,2652.418084000001,0.4036321499999999,5.454
Humite,3.0,3.0,3.26,4.0,1.639,524.781203,0.08970056000000001,4.856
Huntite,5.0,2.0,2.696,3.0,1.619,136.4032,0.033638520000000005,3.366
Hureaulite,2.0,2.0,3.2030000000000003,4.0,1.653,389.781474,0.07848205,4.122
Huttonite,2.0,2.0,7.1,4.0,1.9069999999999998,324.1212,0.0448159,6.002999999999999
Hydroboracite,2.0,3.0,0.0,4.0,1.5419999999999998,582.53944,0.14570416999999994,3.318
Hydrohalite,2.0,3.0,0.0,0.0,0.0,94.473028,0.0782858,1.002
Hydromagnesite,2.0,2.0,2.18,4.0,1.5319999999999998,245.9713,0.15686661999999998,1.301
Hydrotalcite,5.0,3.0,2.06,3.0,1.517,114.31927900000001,0.03364930000000001,2.82
Hydroxylapatite,5.0,2.0,3.17,3.0,1.6480000000000001,175.127362,0.044852800000000005,3.241
Hydrozincite,2.0,2.0,3.75,4.0,1.6740000000000002,290.19520000000006,0.033656790000000006,7.156000000000001
Ianbruceite,2.0,0.0,3.197,4.0,1.641,490.59537,0.04491362,9.066
Ichnusaite,2.0,0.0,0.0,0.0,0.0,605.9582999999999,0.08966046,5.609
Ikaite,2.0,0.0,1.83,4.0,1.5130000000000001,138.13363999999999,0.12327121,0.93
Illite,2.0,2.0,2.75,4.0,1.5719999999999998,217.143278,0.06725378,2.68
Ilmenite,5.0,1.0,4.745,3.0,0.0,119.7264,0.011213689999999998,8.862
Ilvaite,2.0,0.0,3.95,0.0,0.0,320.9474,0.06725828,3.9610000000000003
Inyoite,2.0,0.0,1.875,4.0,1.508,277.6092,0.033789070000000004,6.819
Iranite,1.0,0.0,5.8,4.0,2.364,1556.6182,0.17928637999999994,7.206
Jadarite,2.0,1.0,2.45,4.0,0.0,219.45240800000002,0.10084007,1.806
Jadeite,2.0,2.0,3.335,4.0,1.671,221.98000699999997,0.03366688,5.473
Jaffeite,0.0,0.0,0.0,0.0,0.0,436.67976,0.156952,2.309
Jarosite,5.0,2.0,3.1,3.0,1.767,176.01744,0.04486719,3.2560000000000002
Jennite,1.0,2.0,0.0,4.0,1.561,551.7251000000001,0.1010558,4.531000000000001
Jeremejevite,5.0,3.0,3.295,3.0,1.6469999999999998,115.600142,0.04480877,2.141
Jerrygibbsite,3.0,2.0,4.0,4.0,1.781,896.79085,0.17928655,4.152
Jimthompsonite,3.0,0.0,3.02,4.0,1.621,859.2794,0.17935004999999998,3.977
Johannite,1.0,2.0,0.0,4.0,1.594,518.7053,0.06730199,6.397
Jonesite,2.0,3.0,3.105,4.0,1.66,1392.388592,0.28044686,4.121
Junitoite,3.0,2.0,0.0,4.0,1.6640000000000001,280.9561,0.04485832,5.1979999999999995
Jurbanite,2.0,3.0,1.786,4.0,1.472,230.128879,0.23529639,0.812
Kaatialaite,2.0,3.0,0.0,0.0,0.0,568.73117,0.06742039000000001,7.002000000000001
Kaersutite,2.0,3.0,3.24,4.0,1.7109999999999999,925.116139,0.12348386,6.218
Kainite,2.0,3.0,2.15,4.0,1.505,639.1052,0.1230099,4.312
Kainosite-(Y),3.0,2.0,0.0,4.0,1.68,359.17573,0.13445530999999994,2.217
Kalsilite,0.0,0.0,0.0,0.0,0.0,126.16413899999999,0.02245979,4.662
Kambaldaite,5.0,0.0,0.0,0.0,0.0,235.408388,0.08965229000000001,2.1790000000000003
Kamiokite,5.0,1.0,0.0,1.0,0.0,271.6316,0.04480751,5.032
Kampfite,2.0,2.0,3.45,3.0,1.618,951.1681560000001,0.17902027999999998,4.41
Kanoite,2.0,3.0,3.66,4.0,1.719,274.6478,0.033668699999999996,6.771
Kaolinite,1.0,0.0,2.42,4.0,1.564,258.160438,0.14564818,1.4709999999999999
Karlite,3.0,3.0,2.825,4.0,1.618,644.5671990000001,0.20156043,2.654
Kassite,2.0,0.0,3.42,4.0,2.097,231.8344,0.06722310000000001,2.862
Kernite,2.0,0.0,1.91,4.0,1.4709999999999999,273.280456,0.21290116,1.065
Keyite,2.0,2.0,0.0,4.0,1.835,568.7475800000002,0.06725654,7.019
Kieserite,2.0,2.0,2.57,4.0,1.546,105.37714,0.0448284,1.9509999999999998
Kinoite,2.0,3.0,3.16,4.0,1.66,337.35267999999996,0.10085628,2.7760000000000002
Kochite,1.0,3.0,3.32,4.0,1.699,1706.7152800000006,0.22446843999999996,6.311
Kogarkoite,2.0,2.0,2.66,4.0,1.44,893.2426019999999,0.2691478,2.755
Kolbeckite,2.0,0.0,0.0,0.0,0.0,175.957272,0.0448521,3.2560000000000002
Kornerupine,3.0,1.0,3.32,4.0,1.6740000000000002,608.078538,0.13452842999999998,3.752
Kosmochlor,2.0,3.0,3.555,4.0,1.774,151.069568,0.033631129999999995,3.728
Kottigite,2.0,2.0,3.33,4.0,1.6440000000000001,289.7303500000001,0.10085142,2.384
Kovdorskite,2.0,0.0,2.29,4.0,1.5390000000000001,214.634362,0.044901,3.968
Kremersite,0.0,0.0,0.0,0.0,0.0,232.70363999999998,0.12257009,1.5759999999999998
Krieselite,3.0,0.0,0.0,4.0,1.81,164.59773900000005,0.03362959,4.062
Krohnkite,2.0,3.0,2.92,4.0,1.574,200.61436799999998,0.044849289999999986,3.713
Krotite,2.0,3.0,2.94,0.0,0.0,474.116034,0.13448964000000002,2.926
Kukharenkoite-(Ce),2.0,0.0,0.0,0.0,0.0,565.7968030000001,0.07849303,5.983
Kurnakovite,1.0,2.0,1.85,4.0,1.506,279.8493,0.31372517,0.74
Kyanite,1.0,2.0,3.617,4.0,1.723,324.091156,0.11202416,2.401
Labradorite,1.0,2.0,2.7,4.0,1.5630000000000002,474.398892,0.08975576,4.387
Lanarkite,2.0,0.0,0.0,0.0,0.0,510.4636,0.044837,9.449
Langbeinite,6.0,3.0,2.83,2.0,1.534,222.8702,0.0449198,4.118
Langite,2.0,2.0,3.23,4.0,1.755,488.3256,0.04497276,9.012
Lansfordite,0.0,0.0,0.0,0.0,0.0,198.6956,0.20170131,0.818
Larnite,2.0,2.0,3.305,4.0,1.7169999999999999,172.2391,0.0448479,3.188
Laumontite,2.0,0.0,0.0,0.0,0.0,307.286339,0.07850409,3.2489999999999997
Laurionite,3.0,3.0,6.2410000000000005,4.0,2.117,258.6521,0.0222443,9.651
Lavendulan,2.0,2.0,3.69,3.0,1.7,1062.0022279999998,0.19039355,4.63
Lawsonite,3.0,2.0,3.085,4.0,1.6769999999999998,221.14717799999997,0.04487798,4.09
Lazulite,2.0,1.0,3.181,4.0,1.635,219.112241,0.06723808,2.705
Lazurite,0.0,1.0,2.415,1.0,1.5119999999999998,1336.4837750000004,0.30270835,3.665
Leadhillite,2.0,2.0,6.55,4.0,1.96,2157.7960000000007,0.22419244,7.989
Legrandite,2.0,2.0,3.995,4.0,1.709,609.44438,0.08970283999999999,5.638999999999999
Leifite,5.0,2.0,2.6,3.0,1.518,606.101688,0.06748012999999999,7.455
Leightonite,2.0,2.0,2.95,4.0,1.587,320.3469,0.04490418,5.921
Lepidocrocite,3.0,3.0,4.0,4.0,2.217,87.8458,0.02239909,3.255
Lepidolite,2.0,2.0,2.85,4.0,1.557,394.550588,0.04502727,7.273
Letovicite,0.0,0.0,0.0,0.0,0.0,131.13266000000002,0.1456644,0.747
Leucite,4.0,2.0,2.475,3.0,1.5090000000000001,110.16473899999998,0.011263789999999996,8.118
Leucophanite,3.0,0.0,0.0,0.0,0.0,3582.210776,0.35913221999999995,8.279
Leucophoenicite,2.0,2.0,0.0,4.0,1.768,519.7078799999998,0.10089465999999997,4.275
Libethenite,3.0,0.0,3.8,4.0,1.746,239.070702,0.06722118,2.952
Liebigite,3.0,2.0,2.41,4.0,1.5130000000000001,768.4543000000001,0.12346013,5.166
Linarite,2.0,2.0,5.4,4.0,1.835,384.8262,0.03366579,9.488
Lindgrenite,2.0,3.0,4.2,4.0,1.984,304.03694,0.06721351,3.7539999999999996
Lipscombite,4.0,0.0,3.68,0.0,0.0,279.52036200000003,0.04484027,5.1739999999999995
Liroconite,2.0,2.0,2.95,4.0,1.646,267.493929,0.022494180000000003,9.87
Lithiophilite,3.0,2.0,3.472,4.0,1.675,140.851012,0.033625350000000005,3.477
Lizardite,3.0,2.0,3.21,4.0,1.629,421.10695999999996,0.2464342,1.4180000000000001
Lopezite,1.0,3.0,2.69,0.0,0.0,588.3692000000002,0.15695572,3.111
Lorenzenite,3.0,1.0,3.435,4.0,2.001,178.952268,0.056026499999999986,2.6510000000000002
Loveringite,5.0,1.0,4.41,3.0,0.0,493.5479,0.07848089999999999,5.22
Ludlamite,2.0,2.0,3.155,4.0,1.672,242.69592200000002,0.11204718,1.798
Ludwigite,3.0,1.0,3.7,4.0,1.8880000000000001,357.336589,0.05605791,5.291
Lulzacite,1.0,2.0,3.55,4.0,1.671,815.7292209999998,0.16814922999999996,4.027
Lyonsite,3.0,1.0,4.215,0.0,0.0,396.8178,0.07840995,4.2
Macdonaldite,3.0,2.0,2.27,4.0,1.524,613.9084,0.12340330000000001,4.129
Magadiite,2.0,1.0,2.25,4.0,1.47,272.336,0.11200839999999998,2.0180000000000002
Maghemite,4.0,1.0,4.86,2.0,0.0,360.2406,0.04483745,6.669
Magnesioferrite,6.0,1.0,4.6,2.0,2.38,128.1502,0.03360909,3.165
Magnesiopascoite,2.0,3.0,0.0,4.0,2.471,516.2035199999998,0.25769326,1.663
Magnesite,5.0,2.0,3.1,3.0,1.5730000000000002,52.3154,0.01121531,3.872
Magnetite,0.0,1.0,5.175,0.0,0.0,127.6934,0.01121018,9.454
Majorite,6.0,3.0,3.503,2.0,1.895,419.49675,0.033699900000000005,10.332
Malachite,2.0,1.0,3.8,4.0,1.8130000000000002,221.11587999999998,0.07841949,2.34
Malayaite,2.0,2.0,4.425,4.0,1.7830000000000001,234.8717,0.033642200000000004,5.795
Manganite,2.0,1.0,4.315,4.0,2.18,87.94479,0.03360935,2.1719999999999997
Manganosite,6.0,2.0,5.364,2.0,2.165,70.93745,0.01120335,5.255
Manganvesuvianite,4.0,1.0,0.0,3.0,1.73,1676.1221,0.21321289999999998,6.525
Margaritasite,0.0,0.0,0.0,0.0,0.0,517.87223,0.06726754,6.39
Margarite,2.0,0.0,0.0,0.0,0.0,454.435484,0.17933285999999998,2.103
Marialite,4.0,1.0,2.645,3.0,1.541,520.311107,0.08959368999999999,4.82
Maricite,3.0,2.0,3.66,4.0,1.69,277.12978,0.033683140000000014,6.829
Marthozite,3.0,0.0,4.44,4.0,1.79,1303.6643,0.15696538999999998,6.894
Mascagnite,3.0,1.0,0.0,0.0,0.0,132.1406,0.1568744,0.6990000000000001
Masuyite,2.0,0.0,0.0,4.0,1.865,1360.5423,0.10092809999999998,11.189
Mathesiusite,4.0,0.0,0.0,0.0,0.0,577.3092,0.08973104,5.34
Matlockite,4.0,3.0,7.15,3.0,2.096,261.651103,0.022250299999999997,9.76
Mckelveyite-(Y),1.0,1.0,3.25,4.0,1.587,1529.3362860000002,0.20199756,6.284
Meionite,4.0,1.0,2.76,0.0,0.0,474.89208500000007,0.10078138,3.911
Melanophlogite,4.0,2.0,2.0469999999999997,2.0,0.0,186.28284,0.05602792,2.76
Melanterite,2.0,2.0,1.895,4.0,1.4769999999999999,1508.7487600000004,0.20182143,6.205
Melilite,4.0,2.0,2.95,3.0,1.646,166.13300700000002,0.03365979,4.0969999999999995
Mellite,4.0,2.0,1.64,3.0,1.525,211.084259,0.17927922999999998,0.977
Mendozite,2.0,2.0,0.0,0.0,1.4580000000000002,254.12490699999998,0.044942189999999986,4.6930000000000005
Meridianiite,1.0,3.0,1.5119999999999998,0.0,0.0,320.6670000000001,0.16798439999999998,1.584
Merrillite,5.0,0.0,3.1,3.0,1.6219999999999999,840.685166,0.11213489,6.223
Mesolite,3.0,1.0,2.26,4.0,1.505,596.492005,0.3025441700000001,1.636
Messelite,1.0,2.0,3.16,4.0,1.659,233.21664199999998,0.07846399,2.467
Metatorbernite,4.0,0.0,3.75,0.0,1.625,398.561862,0.03364259,9.833
Metazeunerite,4.0,2.0,3.87,3.0,1.6380000000000001,551.4456799999999,0.04486579,10.202
Meyerhofferite,1.0,0.0,0.0,0.0,0.0,391.40178,0.16808662,1.933
Microcline,0.0,0.0,0.0,0.0,0.0,410.351424,0.08972586,3.7960000000000003
Microlite,0.0,0.0,0.0,0.0,0.0,256.02370299999995,0.022434799999999998,9.472000000000001
Millosevichite,5.0,3.0,1.72,3.0,1.508,150.026678,0.04482038,2.778
Mimetite,5.0,2.0,7.17,3.0,2.138,572.7724900000001,0.0446677,10.642999999999999
Minyulite,3.0,3.0,2.45,4.0,1.534,551.761364,0.10091779,4.538
Mirabilite,2.0,1.0,1.49,4.0,1.4080000000000001,377.249716,0.493066,0.635
Mixite,5.0,2.0,3.81,3.0,1.7830000000000001,487.55516000000006,0.03370949,12.005
Moganite,2.0,3.0,0.0,4.0,1.528,104.1692,0.033612199999999995,2.572
Mohrite,0.0,0.0,0.0,0.0,0.0,223.99493999999999,0.20169249,0.922
Molybdite,3.0,3.0,4.72,4.0,0.0,143.9382,0.03359733,3.556
Monazite,2.0,1.0,5.178,4.0,1.804,235.086362,0.0448219,4.353
Monohydrocalcite,5.0,0.0,0.0,0.0,0.0,354.30660000000006,0.10091163,2.9139999999999997
Monticellite,3.0,0.0,3.16,0.0,1.6540000000000001,215.1729,0.03365852,5.306
Mordenite,3.0,0.0,0.0,0.0,0.0,698.699924,0.11217252,5.17
Mottramite,3.0,1.0,5.9,4.0,2.129,651.75147,0.04488303,12.052999999999999
Motukoreaite,5.0,3.0,1.48,3.0,1.51,248.343466,0.11207618,1.839
Mullite,3.0,0.0,0.0,4.0,1.655,217.552217,0.04482757,4.0280000000000005
Muscovite,2.0,2.0,2.88,4.0,1.588,329.065257,0.07849296,3.48
Nabalamprophyllite,2.0,2.0,0.0,4.0,1.775,564.367691,0.15691660000000002,2.985
Nabesite,0.0,0.0,0.0,0.0,0.0,1070.7512359999998,0.20177908,4.404
Nacrite,2.0,0.0,0.0,0.0,0.0,258.160438,0.14564818,1.4709999999999999
Nahcolite,2.0,2.0,2.21,4.0,1.4880000000000002,84.006908,0.04482711,1.555
Nambulite,1.0,2.0,3.51,4.0,1.716,630.101468,0.1680667,3.112
Narsarsukite,4.0,2.0,2.735,3.0,1.62,178.952268,0.056026499999999986,2.6510000000000002
Natrolite,3.0,2.0,2.25,0.0,0.0,204.154307,0.056055989999999986,3.023
Natron,0.0,0.0,0.0,0.0,0.0,334.136936,0.06740890999999999,4.114
Natrophilite,3.0,2.0,3.205,0.0,0.0,212.74677999999997,0.033643240000000005,5.249
Nenadkevichite,3.0,1.0,2.888,0.0,0.0,965.342664,0.17957140000000002,4.462
Nepheline,5.0,0.0,2.597,3.0,1.536,252.110014,0.06726778,3.111
Neptunite,2.0,1.0,3.21,4.0,1.705,580.817868,0.13451828000000002,3.5839999999999996
Nichromite,0.0,1.0,5.1,2.0,0.0,126.6889,0.01120982,9.38
Nickel,0.0,0.0,0.0,0.0,0.0,226.84134,0.20169199,0.9329999999999999
Niedermayrite,2.0,3.0,3.292,4.0,1.63,502.16458000000006,0.19048067,2.188
Niter,3.0,3.0,2.1,0.0,1.4469999999999998,85.10383999999998,0.033634700000000003,2.1
Nitratine,5.0,3.0,2.26,3.0,1.464,52.99590799999999,0.0224168,1.962
Nobleite,2.0,0.0,0.0,0.0,0.0,336.99911999999995,0.24647624,1.135
Nontronite,2.0,0.0,2.3,4.0,1.5759999999999998,198.910007,0.03365898,4.905
Norbergite,3.0,2.0,3.177,4.0,1.5730000000000002,159.69150299999995,0.0560261,2.366
Normandite,0.0,0.0,0.0,0.0,0.0,571.222189,0.10093615,4.697
Northupite,0.0,3.0,2.394,2.0,1.5319999999999998,110.75786799999999,0.02226911,4.128
Nosean,6.0,0.0,0.0,0.0,0.0,181.110775,0.033674090000000004,4.4639999999999995
Nyerereite,3.0,3.0,2.541,4.0,1.526,181.176636,0.022521819999999998,6.6770000000000005
Okenite,1.0,2.0,2.305,4.0,1.525,1095.4187,0.2580063,3.5239999999999996
Olivenite,2.0,1.0,4.46,4.0,1.805,266.01119000000006,0.04481128,4.927
Omphacite,2.0,2.0,3.295,4.0,1.692,441.283475,0.06733777,5.439
Oneillite,5.0,2.0,0.0,3.0,1.645,2911.404376,0.3690893799999999,6.547000000000001
Ordonezite,4.0,3.0,6.635,3.0,2.03,219.1488,0.02241936,8.113
Orthoclase,2.0,2.0,2.59,4.0,1.5219999999999998,229.22937799999997,0.05606988,3.3930000000000002
Osarizawaite,5.0,0.0,3.964,3.0,1.815,434.646679,0.04485687,8.042
Osumilite,5.0,2.0,2.63,3.0,1.548,367.30289599999986,0.03374392000000001,9.035
Otavite,5.0,0.0,0.0,0.0,0.0,140.4214,0.01121431,10.392999999999999
Pabstite,5.0,0.0,4.03,3.0,1.68,364.0013,0.02247,13.446
Painite,5.0,3.0,4.01,3.0,1.8019999999999998,660.2510460000002,0.04492224,12.199000000000002
Panguite,3.0,0.0,3.7460000000000004,0.0,0.0,287.5164,0.0672184,3.55
Papagoite,2.0,0.0,3.25,4.0,1.64,254.687439,0.06723108,3.1439999999999997
Paragonite,2.0,2.0,2.78,4.0,1.5930000000000002,656.5837349999998,0.05622571,9.692
Paralaurionite,2.0,2.0,6.1,4.0,2.133,259.66004,0.0334543,6.442
Paramelaconite,4.0,1.0,6.075,3.0,0.0,159.0908,0.02240618,5.893
Pargasite,2.0,2.0,3.105,4.0,1.64,413.083664,0.08973786,3.821
Parisite-(Ce),2.0,2.0,4.34,0.0,0.0,2035.342218,0.36981759,4.5680000000000005
Parsonsite,1.0,0.0,0.0,0.0,0.0,874.3704240000001,0.1120431,6.477
Partheite,2.0,0.0,2.42,4.0,1.554,331.245278,0.08969208,3.065
Pascoite,2.0,2.0,0.0,4.0,1.805,564.98326,0.29130715999999995,1.61
Pectolite,1.0,1.0,2.87,4.0,1.6159999999999999,332.404808,0.11208589999999999,2.461
Penikisite,1.0,0.0,0.0,0.0,0.0,451.509593,0.12328844,3.04
Pentagonite,3.0,3.0,2.33,4.0,1.541,297.2319,0.06728843999999999,3.6660000000000004
Perhamite,5.0,0.0,2.53,0.0,0.0,535.8816019999999,0.11215928,3.966
Periclase,0.0,2.0,3.6069999999999998,2.0,1.74,96.1514,0.01121709,7.115
Petalite,2.0,2.0,2.4,4.0,1.51,186.089939,0.06722319,2.298
Pezzottaite,5.0,0.0,3.1,0.0,1.611,645.987754,0.10106316,5.305
Pharmacolite,2.0,2.0,2.628,4.0,1.588,216.03569,0.12326500000000001,1.455
Phenakite,5.0,2.0,2.965,3.0,1.661,110.10746,0.04480586,2.04
Phlogopite,2.0,2.0,2.815,4.0,1.5759999999999998,628.5902990000001,0.04500881,11.592
Phoenicochroite,2.0,2.0,6.38,4.0,2.49,530.3937,0.044827829999999985,9.82
Phosgenite,4.0,2.0,6.135,3.0,2.1319999999999997,322.1152,0.04447561,6.011
Phosphophyllite,2.0,3.0,3.1,0.0,1.605,252.238362,0.04485325,4.668
Phosphuranylite,3.0,0.0,0.0,0.0,0.0,1143.2990619999996,0.10106039999999998,9.39
Pickeringite,2.0,3.0,1.76,4.0,1.48,913.7905279999999,0.17963892999999995,4.2219999999999995
Picropharmacolite,1.0,1.0,2.59,4.0,1.594,940.47596,0.157148,4.967
Piemontite,2.0,1.0,0.0,4.0,1.764,780.1911069999999,0.1233279,5.251
Pigeonite,2.0,3.0,3.315,4.0,1.7109999999999999,328.2444,0.06725428,4.051
Pinalite,3.0,3.0,7.78,4.0,2.497,701.1442,0.044498149999999986,13.078
Pinnoite,4.0,2.0,2.27,3.0,1.57,179.96983999999998,0.15685078,0.9520000000000001
Piypite,4.0,2.0,3.05,3.0,1.64,625.175072,0.12298036,4.218999999999999
Plancheite,3.0,1.0,3.7,4.0,1.696,594.5504,0.12328676,4.003
Polyhalite,1.0,3.0,2.78,4.0,1.556,313.6235,0.08970439999999999,2.9019999999999997
Portlandite,5.0,3.0,2.23,3.0,1.561,57.08534,0.0224319,2.112
Posnjakite,2.0,0.0,0.0,0.0,1.67,470.30758,0.19049276,2.049
Poudretteite,5.0,3.0,2.51,3.0,1.5219999999999998,148.982768,0.03367399,3.6719999999999997
Povondraite,0.0,0.0,0.0,0.0,0.0,720.563647,0.10099706,5.922000000000001
Powellite,4.0,3.0,4.25,3.0,1.979,152.0174,0.01123123,11.234000000000002
Prehnite,3.0,2.0,2.875,4.0,1.633,215.21827799999997,0.033676080000000004,5.303999999999999
Pseudobrookite,3.0,1.0,4.36,4.0,2.387,151.7252,0.03360569,3.747
Pseudomalachite,2.0,2.0,4.25,4.0,1.838,319.62536200000005,0.04485827,5.914
Pseudowollastonite,2.0,0.0,0.0,0.0,0.0,428.64110000000005,0.1009298,3.525
Purpurite,3.0,0.0,3.3,4.0,1.939,189.757012,0.033619440000000014,4.685
Putnisite,3.0,2.0,2.2,4.0,1.578,1146.16018,0.49325297,1.929
Pyrolusite,4.0,0.0,4.73,0.0,0.0,70.93745,0.01120335,5.255
Pyrope,6.0,0.0,9.593,0.0,1.732,95.371439,0.011232089999999998,7.047999999999999
Pyrophanite,5.0,1.0,4.537,3.0,2.349,118.81745,0.01121395,8.794
Pyrophyllite,1.0,1.0,2.775,4.0,1.577,180.15753899999999,0.05603219,2.6689999999999996
Pyroxferroite,1.0,0.0,3.48,4.0,1.758,1123.9049,0.23537983,3.963
Pyroxmangite,1.0,2.0,3.8,0.0,0.0,1118.82925,0.23534324,3.946
Rapidcreekite,3.0,3.0,2.239,4.0,1.5219999999999998,308.2888000000001,0.07851751,3.259
Raslakite,5.0,3.0,0.0,3.0,1.61,2585.905438,0.3698940699999999,5.8020000000000005
Raspite,2.0,0.0,0.0,0.0,0.0,455.0376,0.044811849999999986,8.427999999999999
Reederite-(Y),5.0,0.0,0.0,0.0,0.0,410.390193,0.08957392,3.803
Reinerite,3.0,3.0,4.27,4.0,1.7830000000000001,344.62077999999997,0.04482852,6.381
Rhodochrosite,5.0,2.0,3.7,3.0,1.709,82.94845,0.01120866,6.142
Rhodonite,1.0,2.0,3.665,4.0,1.73,1095.94675,0.16816859999999995,5.409
Rhomboclase,3.0,3.0,0.0,0.0,0.0,219.93996,0.13443149,1.358
Richterite,2.0,2.0,3.25,4.0,1.6269999999999998,391.798468,0.067363,4.827
Ringwoodite,6.0,3.0,2.898,2.0,1.8,137.7884,0.0112662,10.151
